"Filename";"Name";"Date";"Style";"Genre";"Tags";"Artist"
"portrait-of-adeline-ravoux-1890";"Portrait of Adeline Ravoux";1890;"Post-Impressionism";"portrait";"('female-portraits')";"Vincent Van Gogh"
"head-of-a-woman-1882";"Head of a Woman";1882;"Realism";"portrait";"('female-portraits')";"Vincent Van Gogh"
"walk-along-the-banks-of-the-seine-near-asnieres-1887";"Walk Along the Banks of the Seine Near Asnieres";1887;"Post-Impressionism";"landscape";"('moles-and-embankments', 'walking', 'Tree', 'Water', 'Woody plant', 'Shore', 'Bank')";"Vincent Van Gogh"
"two-hands-and-two-arms";"Two Hands and Two Arms";1885;"Realism";"sketch and study";"('parts-of-human-body', 'Sketch', 'Hand', 'Arm', 'Figure drawing')";"Vincent Van Gogh"
"sower-with-setting-sun-1888-1";"Sower with Setting Sun";1888;"Post-Impressionism";"sketch and study";"('countryside', 'fields-and-plains', 'handwork', 'Text', 'Font')";"Vincent Van Gogh"
"fritillaries-in-a-copper-vase-1887";"Fritillaries in a Copper Vase";1887;"Neo-Impressionism";"flower painting";"('flowers-and-plants', 'Flower', 'Plant', 'Botany', 'Still life photography', 'Flowering plant')";"Vincent Van Gogh"
"church-in-nuenen-with-one-figure";"Church in Nuenen, with One Figure";1884;"Post-Impressionism";"cityscape";"('folk-architecture', 'Nuenen', 'Chapel', 'Church', 'Building')";"Vincent Van Gogh"
"peasant-woman-kneeling-seen-from-the-back-1885";"Peasant Woman, Kneeling, Seen from the Back";1885;"Realism";"sketch and study";"('countryside', 'harvesting', 'handwork', 'Sketch', 'Figure drawing')";"Vincent Van Gogh"
"route";"Route";1881;"Post-Impressionism";"sketch and study";"('walking', 'Tree')";"Vincent Van Gogh"
"hand-1885-1";"Hand";1885;"Realism";"sketch and study";"('parts-of-human-body', 'Sketch', 'Arm', 'Figure drawing', 'Hand', 'Leg')";"Vincent Van Gogh"
"garbage-dump-1883-1";"Garbage Dump";1883;"Realism";"sketch and study";"('handwork', 'Text', 'Font')";"Vincent Van Gogh"
"peasant-with-a-chopping-knife-1881";"Peasant with a Chopping Knife";1881;"Realism";"sketch and study";"('handwork', 'Sketch')";"Vincent Van Gogh"
"woman-churning-butter-1881";"Woman Churning Butter";1881;"Realism";;"('domestic-settings')";"Vincent Van Gogh"
"standing-female-nude-seen-from-the-side-1886";"Standing Female Nude Seen from the Side";1886;"Post-Impressionism";"nude painting (nu)";"('female-nude', 'Figure drawing', 'Sketch', 'Standing', 'Leg', 'Arm', 'Human body')";"Vincent Van Gogh"
"lane-with-poplars";"Lane with Poplars";1885;"Realism";"sketch and study";"('gardens-and-parks', 'Tree')";"Vincent Van Gogh"
"couple-arm-in-arm-and-other-figures-with-a-windmill-in-the-background-1890";"Couple Arm in Arm and Other Figures, with a Windmill in the Background";1890;"Post-Impressionism";"sketch and study";"('couples', 'mills-and-windmills', 'walking', 'Sketch')";"Vincent Van Gogh"
"mademoiselle-gachet-at-the-piano-1890";"Mademoiselle Gachet at the Piano";1890;"Post-Impressionism";"sketch and study";"()";"Vincent Van Gogh"
"cottages-and-trees-1890";"Cottages and Trees";1890;"Post-Impressionism";"sketch and study";"('countryside', 'cottages-and-farmhouses', 'folk-architecture', 'Botany', 'Tree', 'Plant')";"Vincent Van Gogh"
"old-man-reading-1882";"Old Man Reading";1882;"Realism";;"('reading-and-writing', 'Sitting', 'Sketch')";"Vincent Van Gogh"
"interior-of-a-restaurant-in-arles-1888";"Interior of a Restaurant in Arles";1888;"Post-Impressionism";"interior";"('furniture-and-decoration', 'taverns-and-inns', 'cafes-and-restaurants')";"Vincent Van Gogh"
"view-of-paris-from-near-montmartre-1886";"View of Paris from near Montmartre";1886;"Post-Impressionism";"panorama";"('houses-and-buildings', 'Paris', 'Sky', 'City')";"Vincent Van Gogh"
"corinthian-capital-1863";"Corinthian Capital";1883;"Realism";"sketch and study";"('arcades-and-colonnades', 'Stone carving', 'Relief')";"Vincent Van Gogh"
"sien-pregnant-walking-with-older-woman-1882";"Sien Pregnant, Walking with Older Woman";1882;"Realism";"sketch and study";"('walking')";"Vincent Van Gogh"
"head-of-a-man-with-straw-hat-1885";"Head of a Man with Straw Hat";1885;"Realism";"sketch and study";"('male-portraits', 'Face', 'Sketch', 'Eyebrow', 'Nose', 'Head', 'Forehead', 'Eye', 'Line')";"Vincent Van Gogh"
"two-peasants-diging-after-millet-1889";"Two Peasants Diging (after Millet)";1889;"Post-Impressionism";;"('fields-and-plains', 'handwork')";"Vincent Van Gogh"
"young-man-with-cornflower-1890";"Young Man with Cornflower";1890;"Post-Impressionism";"portrait";"('male-portraits', 'countryside')";"Vincent Van Gogh"
"self-portrait-with-pipe-and-glass-1887";"Self-Portrait with Pipe and Glass";1887;"Post-Impressionism";"self-portrait";"('male-portraits', 'famous-people', 'Vincent-Van-Gogh', 'Gentleman')";"Vincent Van Gogh"
"alychamps-1888";"Alychamps";1888;"Post-Impressionism";"landscape";"('autumn', 'gardens-and-parks', 'walking', 'Tree', 'Northern hardwood forest')";"Vincent Van Gogh"
"still-life-with-basket-and-six-oranges-1888";"Still Life with Basket and Six Oranges";1888;"Post-Impressionism";"still life";"('fruits-and-vegetables', 'Still life photography', 'Orange', 'Food', 'Fruit')";"Vincent Van Gogh"
"the-langlois-bridge-at-arles-1888-2";"The Langlois Bridge at Arles";1888;"Japonism";"landscape";"('rivers-and-waterfalls', 'boats-and-ships', 'handwork', 'Vehicle')";"Vincent Van Gogh"
"plaster-statuette-1886-1";"Plaster Statuette";1886;"Post-Impressionism";"sketch and study";"('monuments-and-statues', 'Sketch', 'Figure drawing', 'Leg')";"Vincent Van Gogh"
"portrait-of-camille-roulin-1888";"Portrait of Camille Roulin";1888;"Post-Impressionism";"portrait";"('male-portraits', 'children portraits', 'Headgear')";"Vincent Van Gogh"
"country-road-1890";"Country Road";1890;"Post-Impressionism";"landscape";"('roads-and-vehicles', 'countryside', 'margins-and-wastelands', 'Bridge', 'Infrastructure')";"Vincent Van Gogh"
"woman-reeling-yarn-1884-1";"Woman Reeling Yarn";1884;"Realism";"sketch and study";"('arts-and-crafts', 'handwork', 'spinning', 'Sketch', 'Vehicle')";"Vincent Van Gogh"
"plaster-statuette-of-a-horse-1886";"Plaster Statuette of a Horse";1886;"Post-Impressionism";"still life";"('monuments-and-statues', 'Horse', 'Mane')";"Vincent Van Gogh"
"wheat-field-with-sheaves-and-arles-in-the-background-1888";"Wheat Field with Sheaves and Arles in the Background";1888;"Post-Impressionism";"sketch and study";"('fields-and-plains', 'Arles', 'factories-and-plants', 'Text', 'Grass family')";"Vincent Van Gogh"
"vincent-s-boarding-house-in-hackford-road-brixton-london";"Vincent's Boarding House in Hackford Road, Brixton, London";1873;"Realism";"sketch and study";"('houses-and-buildings', 'Text')";"Vincent Van Gogh"
"couple-walking-arm-in-arm-with-a-child-in-the-rain-1890";"Couple Walking Arm in Arm with a Child in the Rain";1890;"Post-Impressionism";"sketch and study";"('couples', 'rain-and-fog', 'walking', 'Sketch', 'Human')";"Vincent Van Gogh"
"sketch-of-a-left-hand-1886";"Sketch of a Left Hand";1886;"Realism";"sketch and study";"('parts-of-human-body', 'Sketch', 'Figure drawing', 'Jaw')";"Vincent Van Gogh"
"head-of-a-man-bareheaded-1885";"Head of a Man, Bareheaded";1885;"Realism";"sketch and study";"('male-portraits', 'Sketch', 'Figure drawing')";"Vincent Van Gogh"
"peasant-woman";"peasant woman";1885;"Realism";"figurative";"('Vincent-Van-Gogh')";"Vincent Van Gogh"
"woman-pianist-and-a-violinist-1887";"Woman Pianist and a Violinist";1887;"Post-Impressionism";"sketch and study";"('Sketch', 'Line', 'Figure drawing')";"Vincent Van Gogh"
"vase-with-carnations-and-other-flowers-1886";"Vase with Carnations and Other Flowers";1886;"Realism";"flower painting";"('flowers-and-plants', 'Flower', 'Bouquet', 'Still life photography', 'Plant', 'Flowerpot', 'Vase', 'Cut flowers')";"Vincent Van Gogh"
"sowers-1882";"Sowers";1882;"Realism";;"('countryside', 'fields-and-plains', 'handwork')";"Vincent Van Gogh"
"old-man-with-a-top-hat-1882";"Old Man with a Top Hat";1882;"Realism";"portrait";"('male-portraits', 'Gentleman', 'Male', 'Human')";"Vincent Van Gogh"
"portrait-of-camille-roulin-1888-1";"Portrait of Camille Roulin";1888;"Post-Impressionism";"portrait";"('male-portraits', 'children portraits')";"Vincent Van Gogh"
"avenue-of-poplars-at-sunset-1884";"Avenue of Poplars at Sunset";1884;"Realism";"landscape";"('autumn', 'sunrise-and-sunset', 'gardens-and-parks', 'Nuenen', 'Tree', 'Natural environment', 'Forest', 'Woody plant', 'Woodland')";"Vincent Van Gogh"
"still-life-with-roses-and-sunflowers-1886";"Still Life with Roses and Sunflowers";1886;"Post-Impressionism";"flower painting";"('flowers-and-plants', 'Flower', 'Bouquet', 'Still life photography', 'Cut flowers', 'Floristry', 'Flower Arranging', 'Plant', 'Floral design')";"Vincent Van Gogh"
"self-portrait-with-straw-hat-1887-2";"Self-Portrait with Straw Hat";1887;"Post-Impressionism";"self-portrait";"('male-portraits', 'famous-people', 'Vincent-Van-Gogh', 'Hat', 'Headgear')";"Vincent Van Gogh"
"girl-in-the-woods-1882";"Girl in the Woods";1882;"Realism";;"('children', 'forests-and-trees', 'walking', 'Tree', 'Natural environment', 'Northern hardwood forest', 'Bigtree', 'Forest', 'Old-growth forest', 'Trunk', 'Woodland', 'Woody plant')";"Vincent Van Gogh"
"still-life-with-thistles-1890";"Still Life with Thistles";1890;"Post-Impressionism";"flower painting";"('flowers-and-plants', 'Flowerpot', 'Flower', 'Plant', 'Houseplant', 'Flowering plant')";"Vincent Van Gogh"
"the-baby-marcelle-roulin-1888-1";"The Baby Marcelle Roulin";1888;"Post-Impressionism";"portrait";"('children portraits', 'Cheek')";"Vincent Van Gogh"
"two-pinetrees-1889";"Two Pinetrees";1889;"Post-Impressionism";"sketch and study";"('forests-and-trees', 'Sketch', 'Fictional character')";"Vincent Van Gogh"
"miners-in-the-snow-at-dawn-1880";"Miners in the Snow at Dawn";1880;"Realism";"sketch and study";"('winter', 'factories-and-plants', 'handwork', 'Sketch', 'Line')";"Vincent Van Gogh"
"view-of-scheveningen-1882";"View of Scheveningen";1882;"Realism";"cityscape";"('cottages-and-farmhouses', 'folk-architecture', 'Scheveningen')";"Vincent Van Gogh"
"garden-with-flowers-1888-2";"Garden with Flowers";1888;"Post-Impressionism";"landscape";"('gardens-and-parks', 'monochrome')";"Vincent Van Gogh"
"a-bare-treetop-in-the-garden-of-the-asylum-1889";"A Bare Treetop in the Garden of the Asylum";1889;"Post-Impressionism";"sketch and study";"('forests-and-trees', 'Botany', 'Sketch', 'Tree', 'Plant')";"Vincent Van Gogh"
"weaver-arranging-threads-1884";"Weaver, Arranging Threads";1884;"Realism";"sketch and study";"('arts-and-crafts', 'instruments-and-mechanisms', 'handwork', 'Photograph')";"Vincent Van Gogh"
"alychamps-autumn-1888";"Alychamps, Autumn";1888;"Post-Impressionism";;"('autumn', 'gardens-and-parks', 'walking', 'Tree', 'Forest')";"Vincent Van Gogh"
"avenue-of-poplars-at-sunset-1884-1";"Avenue of Poplars at Sunset";1884;"Realism";"landscape";"('autumn', 'sunrise-and-sunset', 'gardens-and-parks', 'Nuenen', 'Natural landscape', 'Tree')";"Vincent Van Gogh"
"irises-1889";"Irises";1889;"Post-Impressionism";"landscape";"('flowers-and-plants', 'Flower', 'Plant', 'Flowering plant', 'Iris', 'Iris family', 'grape hyacinth')";"Vincent Van Gogh"
"sketch-of-a-couple-walking-with-a-child-1890";"Sketch of a Couple Walking with a Child";1890;"Post-Impressionism";"sketch and study";"('family-portraits', 'children', 'Sketch', 'Figure drawing')";"Vincent Van Gogh"
"garden-of-the-asylum-1889";"Garden of the Asylum";1889;"Post-Impressionism";"sketch and study";"('gardens-and-parks', 'Line', 'Botany', 'Stock photography', 'Sketch')";"Vincent Van Gogh"
"three-hands-2";"Three Hands";1884;"Realism";"sketch and study";"('parts-of-human-body', 'Sketch', 'Hand', 'Figure drawing', 'Arm')";"Vincent Van Gogh"
"country-lane-with-trees-1882";"Country Lane with Trees";1882;"Realism";"landscape";"('roads-and-vehicles', 'margins-and-wastelands', 'Tree', 'Road', 'Sky', 'Infrastructure')";"Vincent Van Gogh"
"entrance-to-a-quarry-1889";"Entrance to a Quarry";1889;"Post-Impressionism";"landscape";"('factories-and-plants', 'cliffs-and-rocks', 'Tree', 'Water', 'Organism')";"Vincent Van Gogh"
"two-hands-3";"Two Hands";1885;"Realism";"sketch and study";"('parts-of-human-body', 'Sketch', 'Hand', 'Arm')";"Vincent Van Gogh"
"peasant-woman-seen-against-the-window-two-heads-1885";"Peasant Woman, Seen against the Window, Two Heads";1885;"Realism";"sketch and study";"('female-portraits', 'Text', 'Handwriting', 'Font', 'Line', 'Writing', 'Letter')";"Vincent Van Gogh"
"woman-with-a-donkey-1890";"Woman with a Donkey";1890;"Post-Impressionism";"sketch and study";"('animals', 'countryside', 'donkeys', 'Sketch', 'Footwear')";"Vincent Van Gogh"
"an-old-woman-of-arles-1888";"An Old Woman of Arles";1888;"Post-Impressionism";"portrait";"('female-portraits')";"Vincent Van Gogh"
"still-life-vase-with-cornflowers-and-poppies-1887";"Still Life: Vase with Cornflowers and Poppies";1887;"Post-Impressionism";"flower painting";"('flowers-and-plants', 'Still life photography', 'Flower', 'Bouquet', 'Cut flowers', 'Plant', 'Garden roses')";"Vincent Van Gogh"
"landscape-with-a-tree-in-the-foreground-1888";"Landscape with a Tree in the Foreground";1888;"Post-Impressionism";"sketch and study";"('forests-and-trees', 'Tree', 'Botany')";"Vincent Van Gogh"
"sculpture-and-still-life-with-cabbage-and-clogs-1881";"Sculpture and Still Life with Cabbage and Clogs";1881;"Realism";"sketch and study";"('fruits-and-vegetables')";"Vincent Van Gogh"
"sketch-of-cows-and-children-1890";"Sketch of Cows and Children";1890;"Post-Impressionism";"sketch and study";"('animals', 'children', 'cows', 'Bull', 'Sketch', 'Bovine', 'Ox')";"Vincent Van Gogh"
"still-life-with-a-basket-of-crocuses-1887";"Still Life with a Basket of Crocuses";1887;"Post-Impressionism";"still life";"('flowers-and-plants')";"Vincent Van Gogh"
"view-of-roofs-and-backs-of-houses-1886";"View of Roofs and Backs of Houses";1886;"Post-Impressionism";"cityscape";"('houses-and-buildings', 'Paris', 'rooftops')";"Vincent Van Gogh"
"the-bakery-in-de-geest-1882";"The Bakery in de Geest";1882;"Realism";"cityscape";"('streets-and-squares', 'walking')";"Vincent Van Gogh"
"carriage-drawn-by-a-horse";"Carriage Drawn by a Horse";1890;"Post-Impressionism";"sketch and study";"('animals', 'roads-and-vehicles', 'horses', 'Carriage', 'Horse and buggy', 'Wagon', 'Horse harness', 'Vehicle', 'Horse', 'Coachman', 'Chariot', 'Chaise')";"Vincent Van Gogh"
"the-seine-with-the-pont-de-clichy-1887-1";"The Seine with the Pont de Clichy";1887;"Post-Impressionism";"cityscape";"('rivers-and-waterfalls', 'Seine')";"Vincent Van Gogh"
"peasant-woman-stooping-with-a-spade-digging-up-carrots-1885";"Peasant Woman, Stooping with a Spade, Digging Up Carrots";1885;"Realism";"sketch and study";"('harvesting', 'handwork', 'Sketch')";"Vincent Van Gogh"
"sheet-with-peasants-eating-and-other-figures-1890";"Sheet with Peasants Eating and Other Figures";1890;"Post-Impressionism";"sketch and study";"('mealtimes', 'Sketch', 'Figure drawing', 'Sitting')";"Vincent Van Gogh"
"peasant-with-sickle-seen-from-the-back-1885-3";"Peasant with Sickle, Seen from the Back";1885;"Realism";"sketch and study";"('handwork')";"Vincent Van Gogh"
"studies-for-figures-carrying-bundles-of-wood-1885";"Studies for Figures Carrying Bundles of Wood";1885;"Realism";"sketch and study";"('handwork', 'Sketch', 'Line', 'Figure drawing')";"Vincent Van Gogh"
"harvest-landscape-1888";"Harvest Landscape";1888;"Post-Impressionism";"landscape";"('countryside', 'fields-and-plains', 'harvesting', 'Ancient history')";"Vincent Van Gogh"
"quayside-with-ships-in-antwerp-1885";"Quayside with Ships in Antwerp";1885;"Realism";"landscape";"('boats-and-ships', 'moles-and-embankments', 'Antwerp')";"Vincent Van Gogh"
"the-old-peasant-patience-escalier-with-walking-stick-half-figure-1888";"The Old Peasant Patience Escalier with Walking Stick, Half-Figure";1888;"Post-Impressionism";"sketch and study";"('male-portraits', 'Sketch', 'Cowboy hat', 'Headgear')";"Vincent Van Gogh"
"still-life-with-a-basket-of-vegetables-1885";"Still life with a basket of vegetables";1885;"Realism";"still life";"('fruits-and-vegetables')";"Vincent Van Gogh"
"field-of-grass-with-dandelions-and-tree-trunks";"Field of Grass with Dandelions and Tree Trunks";1890;"Post-Impressionism";"sketch and study";"('flowers-and-plants', 'Text', 'Font', 'Handwriting')";"Vincent Van Gogh"
"fishing-boats-at-sea-1888";"Fishing Boats at Sea";1888;"Post-Impressionism";"sketch and study";"('boats-and-ships', 'Text', 'Line', 'Sketch')";"Vincent Van Gogh"
"farmhouse-in-a-wheat-field-1888";"Farmhouse in a Wheat Field";1888;"Post-Impressionism";"sketch and study";"('cottages-and-farmhouses', 'fields-and-plains', 'Grass family', 'Sketch')";"Vincent Van Gogh"
"garden-behind-a-house-1888";"Garden Behind a House";1888;"Post-Impressionism";"landscape";"('gardens-and-parks', 'Tree')";"Vincent Van Gogh"
"the-man-is-at-sea-after-demont-breton-1889";"The Man is at Sea (after Demont-Breton)";1889;"Post-Impressionism";;"('allegories-and-symbols', 'mother-and-child')";"Vincent Van Gogh"
"peasant-girl-standing-1881";"Peasant Girl Standing";1881;"Realism";"portrait";"('female-portraits', 'Lady', 'Standing', 'Footwear')";"Vincent Van Gogh"
"field-with-poppies-1890";"Field with Poppies";1890;"Post-Impressionism";"landscape";"('summer', 'flowers-and-plants', 'fields-and-plains', 'Plant', 'Flower', 'Grass family', 'Wildflower', 'Coquelicot')";"Vincent Van Gogh"
"park-at-asnieres-in-spring-1887";"Park at Asnieres in Spring";1887;"Neo-Impressionism";"landscape";"('gardens-and-parks', 'Natural landscape', 'Natural environment', 'Vegetation', 'Meadow', 'Nature reserve', 'Plant', 'Grass', 'Plant community', 'Biome', 'Prairie')";"Vincent Van Gogh"
"head-of-a-fisherman-with-a-sou-wester-1883-1";"Head of a Fisherman with a Sou'wester";1883;"Realism";"portrait";"('male-portraits')";"Vincent Van Gogh"
"daubigny-s-garden-1890";"Daubigny's Garden";1890;"Post-Impressionism";"landscape";"('gardens-and-parks', 'villas-and-residences')";"Vincent Van Gogh"
